competitor_id,competitor_name,month,estimated_visits,bounce_rate,pages_per_visit,avg_visit_duration_sec
napkin_ai,Napkin.ai,2025-02-01,324000,0.5254678706761963,4.273824883145467,338.396171048203
napkin_ai,Napkin.ai,2025-03-01,349920,0.5134444400402431,5.165602434798387,307.11613880544155
napkin_ai,Napkin.ai,2025-04-01,377913,0.3983704581800903,3.7793083034176975,395.33178190879846
napkin_ai,Napkin.ai,2025-05-01,408146,0.5300836114326661,5.399304371819804,261.36714985168817
napkin_ai,Napkin.ai,2025-06-01,440798,0.4198419149225322,5.677867036610718,395.3064623886185
napkin_ai,Napkin.ai,2025-07-01,476062,0.5274172848530235,5.839626637572872,334.08759507702905
napkin_ai,Napkin.ai,2025-08-01,514147,0.36682799299900976,3.984886142283841,395.653005246499
napkin_ai,Napkin.ai,2025-09-01,555279,0.471285811931918,3.527591154849889,204.35317028784772
napkin_ai,Napkin.ai,2025-10-01,599701,0.4827003538216112,3.515184751538656,218.59393234019967
napkin_ai,Napkin.ai,2025-11-01,647677,0.45974675787331726,5.57568559307808,336.4707022806241
napkin_ai,Napkin.ai,2025-12-01,699491,0.39485386189211197,5.636537664042608,236.93978099923203
recall,Recall,2025-01-01,400000,0.4150799396318535,5.739474215354072,335.9118957713315
recall,Recall,2025-02-01,459999,0.5198446820988356,5.472838676901031,316.3940648005132
recall,Recall,2025-03-01,528999,0.3687349535656185,4.6031474091783,243.6485682436141
recall,Recall,2025-04-01,608349,0.3987979286758167,6.419031664257337,274.3434539200225
recall,Recall,2025-05-01,699602,0.5284093110354227,5.393415877991789,370.7547128499956
recall,Recall,2025-06-01,804542,0.4505274186210384,5.230711653879077,298.20424651652735
recall,Recall,2025-07-01,925224,0.3890485975596089,5.6673563457845155,247.38536698580538
recall,Recall,2025-08-01,1064007,0.35486319328629073,5.436416887721503,222.50656305769175
recall,Recall,2025-09-01,1223609,0.5380917168705829,6.361785731007762,399.56745365290766
recall,Recall,2025-10-01,1407150,0.4240317400510889,3.5463698495866023,402.7964550210541
recall,Recall,2025-11-01,1618223,0.43563682966346284,6.399964457131009,411.26879450142064
recall,Recall,2025-12-01,1860956,0.520601891093472,4.383346676208757,272.4234548644621
